"id_del_pedido","fecha_del_pedido","fecha_de_envio","metodo_de_envio","id_del_cliente"
"BR-2021-155796",2021-11-11,2021-11-15,"Rápido","WM-21430"
"BR-2021-155852",2021-03-03,2021-03-07,"Rápido","MM-10945"
"BR-2021-155894",2021-07-26,2021-07-30,"Rápido","HC-11890"
"BR-2021-156342",2021-06-17,2021-06-20,"Rápido","AN-15415"
"BR-2021-156559",2021-08-19,2021-08-26,"Estándar","DA-16900"
"BR-2021-157021",2021-04-01,2021-04-06,"Rápido","AR-16720"
"BR-2021-157609",2021-03-16,2021-03-21,"Rápido","KA-16705"
"BR-2021-157924",2021-10-11,2021-10-13,"Urgente","CB-14920"
"BR-2021-159121",2021-07-26,2021-08-01,"Estándar","LG-15145"
"BR-2021-159184",2021-09-14,2021-09-19,"Estándar","VM-15775"
"BR-2021-160157",2021-12-20,2021-12-27,"Estándar","JV-17455"
"BR-2021-160738",2021-05-05,2021-05-10,"Estándar","CV-16330"
"BR-2021-160773",2021-07-01,2021-07-05,"Estándar","NE-16825"
"BR-2021-160780",2021-06-21,2021-06-21,"Mismo día","LB-20785"
"BR-2021-161305",2021-06-06,2021-06-12,"Estándar","LV-20170"
"BR-2021-162089",2021-03-30,2021-04-01,"Urgente","CO-17470"
"BR-2021-162362",2021-11-14,2021-11-18,"Estándar","OM-15505"
"BR-2021-162866",2021-12-27,2021-12-31,"Estándar","JG-12640"
"BR-2021-163013",2021-11-28,2021-12-04,"Estándar","AA-11080"
"BR-2021-163034",2021-11-24,2021-11-28,"Estándar","RM-12985"
"BR-2021-163293",2021-09-08,2021-09-11,"Urgente","KV-16255"
"BR-2021-163552",2021-07-11,2021-07-15,"Estándar","EP-16780"
"BR-2021-164861",2021-12-03,2021-12-06,"Rápido","PV-17635"
"BR-2021-164910",2021-11-12,2021-11-17,"Rápido","BJ-13345"
"BR-2021-165806",2021-04-07,2021-04-07,"Mismo día","PR-21685"
"BR-2021-165974",2021-06-29,2021-07-06,"Estándar","AB-12865"
"BR-2021-166695",2021-05-20,2021-05-24,"Estándar","SO-12430"
"BR-2021-166716",2021-08-20,2021-08-25,"Rápido","NH-12730"
"BR-2021-166828",2021-08-22,2021-08-25,"Urgente","AN-15415"
"BR-2021-166863",2021-06-20,2021-06-24,"Estándar","EM-20020"
"BR-2021-167262",2021-10-31,2021-11-03,"Rápido","GJ-10450"
"BR-2021-167360",2021-11-24,2021-11-29,"Rápido","EA-19435"
"BR-2021-167997",2021-01-26,2021-01-29,"Urgente","JA-11965"
"BR-2021-168368",2021-02-11,2021-02-15,"Rápido","IR-14725"
"BR-2021-168494",2021-12-12,2021-12-14,"Rápido","KC-18700"
"BR-2021-169446",2021-12-19,2021-12-25,"Estándar","AF-20605"
"BR-2021-169649",2021-12-09,2021-12-15,"Estándar","GC-21205"
"BR-2022-100377",2022-08-28,2022-09-01,"Estándar","YV-21370"
"BR-2022-100531",2022-09-27,2022-09-29,"Urgente","MA-18520"
"BR-2022-100818",2022-05-31,2022-06-05,"Rápido","GZ-15265"
"BR-2022-101000",2022-04-09,2022-04-14,"Estándar","VC-15085"
"BR-2022-101889",2022-12-27,2022-12-31,"Estándar","DS-13120"
"BR-2022-101910",2022-11-27,2022-12-03,"Estándar","AT-11920"
"BR-2022-102855",2022-04-05,2022-04-06,"Mismo día","AN-15415"
"BR-2022-103471",2022-12-24,2022-12-28,"Estándar","EB-15670"
"BR-2022-103961",2022-11-05,2022-11-09,"Estándar","EV-18430"
"BR-2022-104052",2022-03-01,2022-03-02,"Urgente","MR-21565"
"BR-2022-104115",2022-06-12,2022-06-16,"Estándar","HF-15910"
"BR-2022-104346",2022-12-11,2022-12-16,"Estándar","TF-15070"
"BR-2022-104430",2022-10-22,2022-10-26,"Estándar","DT-17110"
"BR-2022-104871",2022-03-30,2022-04-03,"Estándar","NL-12940"
"BR-2022-104941",2022-06-13,2022-06-19,"Estándar","GM-13075"
"BR-2022-104948",2022-11-13,2022-11-17,"Estándar","LC-16510"
"BR-2022-105844",2022-10-25,2022-10-27,"Rápido","AN-15415"
"BR-2022-106187",2022-06-23,2022-06-29,"Estándar","IS-19345"
"BR-2022-106208",2022-12-10,2022-12-15,"Estándar","AB-16075"
"BR-2022-106362",2022-12-11,2022-12-15,"Estándar","ES-16885"
"BR-2022-106873",2022-09-24,2022-09-29,"Rápido","AR-16720"
"BR-2022-107020",2022-07-10,2022-07-14,"Estándar","BH-18190"
"BR-2022-107741",2022-03-08,2022-03-10,"Urgente","AV-14335"
"BR-2022-107937",2022-05-03,2022-05-08,"Estándar","AP-16045"
"BR-2022-108966",2022-10-11,2022-10-18,"Estándar","DG-20335"
"BR-2022-109113",2022-12-19,2022-12-23,"Estándar","AB-13795"
"BR-2022-109386",2022-11-08,2022-11-13,"Rápido","MV-19600"
"BR-2022-109708",2022-05-25,2022-05-28,"Rápido","AF-12745"
"BR-2022-110261",2022-12-19,2022-12-23,"Rápido","AB-18880"
"BR-2022-110345",2022-03-09,2022-03-11,"Rápido","KB-21310"
"BR-2022-110744",2022-09-07,2022-09-12,"Estándar","CB-14920"
"BR-2022-110947",2022-06-09,2022-06-15,"Estándar","CD-10765"
"BR-2022-111017",2022-07-31,2022-08-06,"Estándar","AM-20695"
"BR-2022-111073",2022-12-26,2022-12-30,"Estándar","CV-18100"
"BR-2022-111297",2022-08-17,2022-08-21,"Estándar","DV-20440"
"BR-2022-111507",2022-02-06,2022-02-13,"Estándar","UL-21775"
"BR-2022-112014",2022-08-13,2022-08-20,"Estándar","LE-18715"
"BR-2022-112452",2022-04-04,2022-04-04,"Mismo día","IS-18340"
"BR-2022-112522",2022-10-10,2022-10-17,"Estándar","CS-13165"
"BR-2022-112571",2022-09-22,2022-09-22,"Mismo día","AP-12925"
"BR-2022-112711",2022-07-12,2022-07-18,"Estándar","HD-14380"
"BR-2022-113110",2022-03-19,2022-03-23,"Estándar","DC-11260"
"BR-2022-113173",2022-11-15,2022-11-17,"Rápido","DC-13225"
"BR-2022-113628",2022-11-12,2022-11-19,"Estándar","IR-10690"
"BR-2022-113971",2022-05-08,2022-05-14,"Estándar","EA-12535"
"BR-2022-114048",2022-12-14,2022-12-18,"Estándar","EH-13945"
"BR-2022-115168",2022-06-05,2022-06-09,"Estándar","JR-11545"
"BR-2022-115392",2022-10-01,2022-10-04,"Rápido","CM-19675"
"BR-2022-115924",2022-09-14,2022-09-18,"Rápido","AG-11455"
"BR-2022-116484",2022-11-20,2022-11-26,"Estándar","JP-15205"
"BR-2022-117086",2022-11-08,2022-11-12,"Estándar","AP-19255"
"BR-2022-117884",2022-03-22,2022-03-22,"Mismo día","AB-13285"
"BR-2022-117898",2022-12-05,2022-12-11,"Estándar","GD-21250"
"BR-2022-118955",2022-06-16,2022-06-20,"Estándar","CV-17230"
"BR-2022-119102",2022-05-23,2022-05-27,"Estándar","CC-16690"
"BR-2022-119508",2022-12-04,2022-12-09,"Estándar","AS-21580"
"BR-2022-119627",2022-08-17,2022-08-23,"Estándar","VC-20725"
"BR-2022-119634",2022-08-11,2022-08-16,"Estándar","MM-11065"
"BR-2022-120362",2022-09-14,2022-09-19,"Estándar","KL-12265"
"BR-2022-120516",2022-08-13,2022-08-17,"Estándar","JB-12595"
"BR-2022-120782",2022-04-28,2022-05-01,"Urgente","SD-20485"
"BR-2022-121041",2022-11-03,2022-11-10,"Estándar","NM-12250"
"BR-2022-121097",2022-01-03,2022-01-08,"Estándar","AO-20965"
"BR-2022-121405",2022-03-30,2022-04-04,"Estándar","AV-14335"
"BR-2022-121608",2022-09-03,2022-09-05,"Urgente","TA-15400"
"BR-2022-122287",2022-06-18,2022-06-23,"Estándar","VG-20560"
"BR-2022-122623",2022-09-07,2022-09-11,"Estándar","MA-12145"
"BR-2022-122784",2022-07-20,2022-07-27,"Estándar","SG-19915"
"BR-2022-122826",2022-06-23,2022-06-25,"Rápido","MA-19480"
"BR-2022-123141",2022-11-14,2022-11-19,"Estándar","EM-14470"
"BR-2022-123218",2022-12-20,2022-12-25,"Estándar","MR-16345"
"BR-2022-123330",2022-06-21,2022-06-27,"Estándar","CA-13915"
"BR-2022-124107",2022-10-09,2022-10-12,"Rápido","MO-11650"
"BR-2022-125178",2022-10-03,2022-10-09,"Estándar","JU-17515"
"BR-2022-126235",2022-10-15,2022-10-15,"Mismo día","IR-14725"
"BR-2022-126445",2022-08-27,2022-08-31,"Estándar","CV-19945"
"BR-2022-126466",2022-11-09,2022-11-13,"Estándar","VP-15550"
"BR-2022-126557",2022-07-12,2022-07-17,"Rápido","LC-19615"
"BR-2022-127019",2022-12-21,2022-12-25,"Estándar","YA-13855"
"BR-2022-127607",2022-03-20,2022-03-26,"Estándar","IV-15730"
"BR-2022-128083",2022-03-12,2022-03-17,"Estándar","DB-13750"
"BR-2022-128167",2022-06-22,2022-06-26,"Rápido","QG-16645"
"BR-2022-128356",2022-10-02,2022-10-07,"Estándar","CS-19390"
"BR-2022-128958",2022-01-24,2022-01-28,"Estándar","ML-12820"
"BR-2022-129112",2022-11-29,2022-11-30,"Urgente","CC-10840"
"BR-2022-129637",2022-12-17,2022-12-22,"Estándar","CV-18100"
"BR-2022-129700",2022-05-04,2022-05-05,"Urgente","EP-16780"
"BR-2022-130022",2022-08-10,2022-08-16,"Estándar","LM-16120"
"BR-2022-130218",2022-03-23,2022-03-26,"Urgente","AB-20470"
"BR-2022-130512",2022-08-21,2022-08-25,"Estándar","JS-20320"
"BR-2022-130610",2022-07-05,2022-07-10,"Estándar","BS-21730"
"BR-2022-131457",2022-10-31,2022-11-06,"Estándar","JU-17515"
"BR-2022-131758",2022-05-28,2022-06-01,"Estándar","EG-16315"
"BR-2022-131884",2022-12-06,2022-12-06,"Mismo día","LR-13375"
"BR-2022-132136",2022-03-08,2022-03-12,"Estándar","IC-14305"
"BR-2022-132374",2022-02-22,2022-02-24,"Rápido","NP-19045"
"BR-2022-132941",2022-05-25,2022-05-28,"Urgente","FV-18280"
"BR-2022-133452",2022-04-13,2022-04-19,"Estándar","FG-21910"
"BR-2022-133627",2022-05-31,2022-06-07,"Estándar","AO-20050"
"BR-2022-134082",2022-12-11,2022-12-17,"Estándar","SP-15640"
"BR-2022-134943",2022-12-05,2022-12-06,"Urgente","AS-20665"
"BR-2022-135174",2022-04-30,2022-05-02,"Rápido","SB-11230"
"BR-2022-136196",2022-11-28,2022-12-04,"Estándar","EM-21415"
"BR-2022-136728",2022-09-13,2022-09-17,"Rápido","IL-10900"
"BR-2022-137512",2022-05-07,2022-05-12,"Estándar","IE-10675"
"BR-2022-137603",2022-09-19,2022-09-24,"Estándar","CB-17290"
"BR-2022-137974",2022-04-16,2022-04-18,"Urgente","DM-16840"
"BR-2022-138534",2022-07-17,2022-07-19,"Rápido","VA-15535"
"BR-2022-138898",2022-05-25,2022-05-29,"Estándar","IC-16180"
"BR-2022-139290",2022-10-26,2022-10-30,"Estándar","EM-17380"
"BR-2022-139675",2022-03-13,2022-03-18,"Rápido","DS-18595"
"BR-2022-139731",2022-10-15,2022-10-15,"Mismo día","IR-15745"
"BR-2022-140221",2022-03-05,2022-03-09,"Rápido","DJ-17365"
"BR-2022-140718",2022-07-02,2022-07-04,"Urgente","LS-14230"
"BR-2022-140851",2022-07-13,2022-07-15,"Rápido","IS-18460"
"BR-2022-141012",2022-06-09,2022-06-11,"Rápido","KV-21640"
"BR-2022-141145",2022-09-17,2022-09-23,"Estándar","AA-13405"
"BR-2022-141250",2022-01-19,2022-01-23,"Estándar","DT-18940"
"BR-2022-141936",2022-08-07,2022-08-12,"Estándar","AE-18775"
"BR-2022-142139",2022-08-31,2022-09-05,"Estándar","SD-20485"
"BR-2022-144519",2022-11-13,2022-11-17,"Estándar","RR-10930"
"BR-2022-144771",2022-10-02,2022-10-04,"Urgente","GA-12205"
"BR-2022-145121",2022-10-02,2022-10-06,"Estándar","TS-17965"
"BR-2022-145394",2022-11-16,2022-11-20,"Estándar","LG-17605"
"BR-2022-145436",2022-02-28,2022-03-04,"Estándar","JA-21670"
"BR-2022-145457",2022-03-24,2022-03-27,"Rápido","IL-12085"
"BR-2022-145828",2022-10-05,2022-10-07,"Urgente","EC-17305"
"BR-2022-145835",2022-05-13,2022-05-18,"Rápido","LO-11170"
"BR-2022-146087",2022-07-06,2022-07-11,"Estándar","SM-18955"
"BR-2022-146262",2022-01-02,2022-01-09,"Estándar","UL-21775"
"BR-2022-146675",2022-04-16,2022-04-20,"Estándar","BA-20185"
"BR-2022-148495",2022-08-13,2022-08-13,"Mismo día","MC-20065"
"BR-2022-148628",2022-12-06,2022-12-11,"Estándar","MV-16375"
"BR-2022-148859",2022-12-28,2023-01-01,"Estándar","CA-14350"
"BR-2022-148873",2022-10-01,2022-10-05,"Estándar","HG-13960"
"BR-2022-148964",2022-05-26,2022-05-31,"Estándar","MT-19900"
"BR-2022-149300",2022-11-22,2022-11-23,"Urgente","CO-11710"
"BR-2022-149384",2022-07-10,2022-07-10,"Mismo día","EH-13945"
"BR-2022-149601",2022-05-28,2022-06-03,"Estándar","GB-21625"
"BR-2022-149636",2022-01-06,2022-01-12,"Estándar","JA-20620"
"BR-2022-149678",2022-04-13,2022-04-15,"Rápido","CC-10840"
"BR-2022-149993",2022-03-19,2022-03-20,"Urgente","IR-14725"
"BR-2022-150308",2022-12-15,2022-12-20,"Estándar","MT-19525"
"BR-2022-150875",2022-11-16,2022-11-20,"Estándar","JB-14890"
"BR-2022-151547",2022-01-17,2022-01-23,"Estándar","IM-10465"
"BR-2022-151589",2022-12-27,2022-12-30,"Urgente","GL-19450"
"BR-2022-151624",2022-09-08,2022-09-14,"Estándar","UL-21775"
"BR-2022-151785",2022-03-05,2022-03-10,"Estándar","CM-15445"
"BR-2022-151869",2022-09-25,2022-09-25,"Mismo día","HV-11950"
"BR-2022-153073",2022-11-13,2022-11-13,"Mismo día","SC-14905"
"BR-2022-153108",2022-03-05,2022-03-09,"Estándar","DC-20200"
"BR-2022-153325",2022-03-01,2022-03-02,"Rápido","AE-20530"
"BR-2022-153612",2022-12-22,2022-12-27,"Estándar","TO-11305"
"BR-2022-154144",2022-12-20,2022-12-24,"Estándar","LA-17785"
"BR-2022-154231",2022-10-19,2022-10-24,"Estándar","AC-14125"
"BR-2022-154284",2022-12-21,2022-12-26,"Rápido","RA-20035"
"BR-2022-154291",2022-07-25,2022-07-29,"Estándar","FL-21880"
"BR-2022-154340",2022-11-29,2022-11-30,"Urgente","AB-13795"
"BR-2022-154620",2022-12-12,2022-12-16,"Estándar","DT-17110"
"BR-2022-155054",2022-06-13,2022-06-19,"Estándar","NP-19045"
"BR-2022-155124",2022-03-15,2022-03-21,"Estándar","LC-16300"
"BR-2022-155145",2022-12-27,2022-12-29,"Rápido","JD-16450"
"BR-2022-155369",2022-04-19,2022-04-25,"Estándar","PG-18820"
"BR-2022-155586",2022-12-12,2022-12-16,"Rápido","AH-21865"
"BR-2022-156118",2022-12-08,2022-12-12,"Estándar","CD-14965"
"BR-2022-156146",2022-10-26,2022-10-30,"Rápido","RC-10495"
"BR-2022-156328",2022-11-30,2022-12-05,"Estándar","MC-19375"
"BR-2022-156377",2022-12-31,2023-01-05,"Estándar","GB-21625"
"BR-2022-156496",2022-08-10,2022-08-16,"Estándar","MR-21850"
"BR-2022-157133",2022-11-28,2022-12-03,"Estándar","ES-16885"
"BR-2022-159982",2022-11-28,2022-12-04,"Estándar","JM-12880"
"BR-2022-161627",2022-07-06,2022-07-11,"Estándar","PS-20215"
"BR-2022-162376",2022-11-22,2022-11-25,"Rápido","MA-14785"
"BR-2022-162887",2022-11-07,2022-11-09,"Rápido","LB-20785"
"BR-2022-162950",2022-06-28,2022-07-03,"Rápido","KP-13585"
"BR-2022-163090",2022-11-17,2022-11-21,"Rápido","OM-14665"
"BR-2022-163440",2022-03-22,2022-03-24,"Urgente","MT-19900"
"BR-2022-163783",2022-12-27,2023-01-01,"Estándar","NL-12940"
"BR-2022-163895",2022-08-07,2022-08-11,"Estándar","MC-18640"
"BR-2022-164007",2022-06-08,2022-06-12,"Estándar","MT-17695"
"BR-2022-164175",2022-04-30,2022-05-05,"Estándar","CM-18970"
"BR-2022-164308",2022-09-24,2022-09-27,"Urgente","SC-20680"
"BR-2022-164357",2022-11-25,2022-11-29,"Estándar","MC-20065"
"BR-2022-164882",2022-10-31,2022-10-31,"Mismo día","AG-20080"
"BR-2022-164966",2022-07-30,2022-08-01,"Urgente","HO-14410"
"BR-2022-165057",2022-09-11,2022-09-15,"Estándar","VC-20725"
"BR-2022-165449",2022-11-22,2022-11-26,"Estándar","NL-10720"
"BR-2022-166338",2022-12-06,2022-12-07,"Urgente","KD-18175"
"BR-2022-166975",2022-11-26,2022-11-30,"Estándar","MR-20635"
"BR-2022-167479",2022-03-14,2022-03-19,"Estándar","VM-10855"
"BR-2022-168004",2022-10-04,2022-10-09,"Rápido","EL-13420"
"BR-2022-168914",2022-05-21,2022-05-27,"Estándar","IR-15745"
"BR-2022-169740",2022-02-20,2022-02-25,"Estándar","TO-17065"
"BR-2023-100419",2023-12-16,2023-12-20,"Rápido","RM-12670"
"BR-2023-100671",2023-11-01,2023-11-04,"Urgente","CS-12490"
"BR-2023-101168",2023-12-25,2024-01-01,"Estándar","UP-20140"
"BR-2023-101448",2023-02-27,2023-03-01,"Rápido","LL-13930"
"BR-2023-101791",2023-05-27,2023-05-31,"Estándar","JG-11665"
"BR-2023-102134",2023-03-14,2023-03-19,"Estándar","AM-20545"
"BR-2023-102239",2023-05-05,2023-05-06,"Urgente","DP-16990"
"BR-2023-103163",2023-06-07,2023-06-11,"Estándar","DC-14290"
"BR-2023-103646",2023-04-21,2023-04-26,"Estándar","AM-20545"
"BR-2023-103709",2023-09-08,2023-09-15,"Estándar","MA-17095"
"BR-2023-103919",2023-10-03,2023-10-07,"Estándar","MR-21565"
"BR-2023-103947",2023-04-01,2023-04-08,"Estándar","IV-10990"
"BR-2023-103982",2023-03-03,2023-03-08,"Estándar","TR-10315"
"BR-2023-104276",2023-11-27,2023-12-03,"Estándar","LB-14995"
"BR-2023-104633",2023-06-12,2023-06-16,"Estándar","EA-14035"
"BR-2023-104815",2023-09-03,2023-09-07,"Estándar","EL-19570"
"BR-2023-104969",2023-04-08,2023-04-14,"Estándar","AC-14125"
"BR-2023-105207",2023-01-03,2023-01-08,"Estándar","VA-11350"
"BR-2023-105256",2023-05-20,2023-05-20,"Mismo día","IV-15730"
"BR-2023-106383",2023-03-19,2023-03-21,"Rápido","BP-11440"
"BR-2023-106621",2023-09-29,2023-10-01,"Rápido","BR-12955"
"BR-2023-106915",2023-11-26,2023-12-02,"Estándar","TT-14515"
"BR-2023-107146",2023-06-17,2023-06-19,"Urgente","ES-16885"
"BR-2023-107202",2023-05-21,2023-05-28,"Estándar","WN-16930"
"BR-2023-108224",2023-05-14,2023-05-14,"Mismo día","BP-21235"
"BR-2023-108364",2023-12-19,2023-12-24,"Estándar","MB-11050"
"BR-2023-108581",2023-06-20,2023-06-26,"Estándar","EA-14035"
"BR-2023-108637",2023-03-13,2023-03-18,"Estándar","AC-10060"
"BR-2023-108644",2023-09-30,2023-10-03,"Urgente","PS-20215"
"BR-2023-108735",2023-04-17,2023-04-21,"Estándar","VA-15535"
"BR-2023-108777",2023-12-12,2023-12-12,"Mismo día","CV-15655"
"BR-2023-108882",2023-01-09,2023-01-15,"Estándar","EP-16780"
"BR-2023-109344",2023-02-08,2023-02-11,"Rápido","EA-12070"
"BR-2023-109400",2023-05-02,2023-05-06,"Estándar","GC-18550"
"BR-2023-109652",2023-04-10,2023-04-15,"Estándar","AP-19255"
"BR-2023-109722",2023-12-05,2023-12-07,"Rápido","NV-21130"
"BR-2023-109820",2023-11-20,2023-11-22,"Urgente","TL-10390"
"BR-2023-110044",2023-06-28,2023-07-02,"Rápido","GI-19735"
"BR-2023-110086",2023-09-18,2023-09-22,"Estándar","CS-11320"
"BR-2023-110898",2023-03-06,2023-03-12,"Estándar","DC-16870"
"BR-2023-110982",2023-06-05,2023-06-07,"Urgente","GA-12205"
"BR-2023-111794",2023-10-01,2023-10-01,"Mismo día","SC-15025"
"BR-2023-112109",2023-07-08,2023-07-12,"Estándar","ML-15715"
"BR-2023-112277",2023-09-10,2023-09-15,"Estándar","AM-20695"
"BR-2023-112389",2023-10-29,2023-11-02,"Estándar","CV-15655"
"BR-2023-112830",2023-06-06,2023-06-10,"Estándar","MA-17095"
"BR-2023-112893",2023-09-09,2023-09-13,"Rápido","BA-10735"
"BR-2023-113117",2023-08-16,2023-08-22,"Estándar","LP-15520"
"BR-2023-113292",2023-03-18,2023-03-20,"Rápido","DM-13060"
"BR-2023-113390",2023-10-11,2023-10-15,"Estándar","CA-13915"
"BR-2023-113516",2023-09-08,2023-09-10,"Rápido","PR-21685"
"BR-2023-113551",2023-08-18,2023-08-20,"Urgente","NF-18385"
"BR-2023-113600",2023-12-15,2023-12-17,"Rápido","MG-20395"
"BR-2023-113733",2023-12-08,2023-12-12,"Estándar","DA-16900"
"BR-2023-113845",2023-11-20,2023-11-25,"Estándar","LS-14230"
"BR-2023-114104",2023-11-20,2023-11-24,"Estándar","SE-18670"
"BR-2023-114174",2023-09-08,2023-09-14,"Estándar","NL-10720"
"BR-2023-114293",2023-11-21,2023-11-26,"Estándar","IC-16180"
"BR-2023-114482",2023-11-21,2023-11-25,"Rápido","BJ-13345"
"BR-2023-114538",2023-12-26,2023-12-27,"Urgente","OM-19825"
"BR-2023-114713",2023-07-07,2023-07-12,"Estándar","AM-20695"
"BR-2023-114776",2023-12-06,2023-12-07,"Urgente","NC-14650"
"BR-2023-114944",2023-01-30,2023-02-04,"Estándar","LA-14800"
"BR-2023-115455",2023-09-08,2023-09-14,"Estándar","HM-20110"
"BR-2023-115574",2023-12-23,2023-12-24,"Urgente","IL-11185"
"BR-2023-115917",2023-05-20,2023-05-25,"Estándar","VV-19465"
"BR-2023-116799",2023-03-03,2023-03-06,"Urgente","RQ-15310"
"BR-2023-116918",2023-10-01,2023-10-06,"Rápido","JP-15205"
"BR-2023-116974",2023-10-09,2023-10-15,"Estándar","TS-17965"
"BR-2023-117037",2023-05-17,2023-05-20,"Urgente","VO-17215"
"BR-2023-117604",2023-09-04,2023-09-09,"Estándar","LP-15520"
"BR-2023-117625",2023-05-10,2023-05-15,"Estándar","MA-14500"
"BR-2023-117912",2023-02-04,2023-02-08,"Estándar","EO-21520"
"BR-2023-118052",2023-05-06,2023-05-10,"Estándar","AG-11455"
"BR-2023-118129",2023-12-19,2023-12-21,"Rápido","AP-12565"
"BR-2023-118255",2023-03-11,2023-03-13,"Urgente","LE-18715"
"BR-2023-118332",2023-12-16,2023-12-23,"Estándar","BC-19075"
"BR-2023-118934",2023-08-09,2023-08-14,"Estándar","HO-14410"
"BR-2023-119298",2023-11-25,2023-11-28,"Urgente","CA-13915"
"BR-2023-119508",2023-12-04,2023-12-09,"Estándar","AS-21580"
"BR-2023-119641",2023-09-22,2023-09-26,"Estándar","NM-12250"
"BR-2023-120803",2023-03-09,2023-03-13,"Estándar","VV-19465"
"BR-2023-120873",2023-10-27,2023-11-01,"Rápido","RC-11200"
"BR-2023-121958",2023-11-13,2023-11-17,"Estándar","NR-12505"
"BR-2023-122133",2023-05-16,2023-05-23,"Estándar","EB-15670"
"BR-2023-122322",2023-07-15,2023-07-21,"Estándar","HB-19510"
"BR-2023-122392",2023-07-22,2023-07-27,"Estándar","AR-12010"
"BR-2023-123414",2023-08-21,2023-08-27,"Estándar","AS-20665"
"BR-2023-123533",2023-11-24,2023-11-30,"Estándar","AO-20050"
"BR-2023-123610",2023-05-12,2023-05-16,"Estándar","LA-21835"
"BR-2023-123617",2023-11-28,2023-12-03,"Estándar","WV-10780"
"BR-2023-124163",2023-09-25,2023-09-30,"Estándar","AM-20695"
"BR-2023-124506",2023-11-11,2023-11-17,"Estándar","JR-11545"
"BR-2023-124527",2023-11-16,2023-11-17,"Urgente","AR-15055"
"BR-2023-124590",2023-11-12,2023-11-16,"Estándar","EM-20920"
"BR-2023-124814",2023-04-10,2023-04-16,"Estándar","CC-14215"
"BR-2023-125017",2023-02-06,2023-02-11,"Estándar","GA-16240"
"BR-2023-125220",2023-10-14,2023-10-19,"Estándar","FG-11410"
"BR-2023-125318",2023-06-06,2023-06-13,"Estándar","OM-19825"
"BR-2023-125724",2023-09-22,2023-09-27,"Estándar","CO-20950"
"BR-2023-125920",2023-05-21,2023-05-28,"Estándar","JC-19975"
"BR-2023-126158",2023-07-25,2023-07-31,"Estándar","AA-20095"
"BR-2023-126270",2023-04-23,2023-04-27,"Estándar","LC-10870"
"BR-2023-126284",2023-09-20,2023-09-24,"Estándar","MM-13780"
"BR-2023-126627",2023-10-10,2023-10-12,"Urgente","MR-21850"
"BR-2023-127208",2023-06-12,2023-06-15,"Urgente","LV-20770"
"BR-2023-127649",2023-10-07,2023-10-09,"Urgente","JM-13495"
"BR-2023-127698",2023-12-01,2023-12-01,"Mismo día","BH-18190"
"BR-2023-128111",2023-03-17,2023-03-23,"Estándar","AN-12355"
"BR-2023-128258",2023-03-30,2023-04-01,"Urgente","IL-12085"
"BR-2023-128867",2023-11-03,2023-11-10,"Estándar","AP-12565"
"BR-2023-129196",2023-11-01,2023-11-07,"Estándar","AH-21865"
"BR-2023-129469",2023-09-23,2023-09-27,"Estándar","OL-16555"
"BR-2023-129686",2023-11-27,2023-11-29,"Rápido","NC-14650"
"BR-2023-129847",2023-09-02,2023-09-04,"Urgente","HV-21385"
"BR-2023-130267",2023-09-19,2023-09-23,"Estándar","VO-20245"
